,Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated, Losses $USD, Losses $Local, Damages in crops Ha., Duration (d), Education, Agriculture, Health sector, Water supply, Communications, Transportation, Power and Energy, Relief,Country, Education centers, Hospitals,Updated Event Name,Mapped Event Categories
13274,2007/02,HEAVY RAINS,18,0,0,0,4,23,0,123,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13275,2007/02,LANDSLIDE,11,0,0,0,2,17,0,450,0,0,0,500000,0,3,0,1,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13276,2007/02,LAND SUBSIDENCE,1,0,0,0,0,43,0,215,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13277,2007/02,STRONG WIND,6,0,0,0,0,29,0,144,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13279,2007/03,ANIMAL ATTACK,71,2,1,0,0,53,0,456,0,0,0,500000,0,4.5,0,6,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13280,2007/03,DROUGHT,5,0,0,0,0,0,0,415,0,0,0,500000,0,497.5,0,3,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13281,2007/03,EPIDEMIC,373,0,0,0,0,0,0,1189,0,0,0,500000,0,2608,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13282,2007/03,FIRE,20,5,2,0,19,17,0,194,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13283,2007/03,FLOOD,5,0,0,0,8,1,0,249,0,0,0,500000,0,10,0,1,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13285,2007/03,GALE,1,0,0,0,0,0,0,4,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13286,2007/03,HEAVY RAINS,32,0,0,0,5,48,0,847,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13287,2007/03,LANDSLIDE,5,1,2,0,2,9,0,2285,0,5,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13288,2007/03,LAND SUBSIDENCE,1,3,0,0,0,5,0,44,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13289,2007/03,LIGHTNING,4,1,1,0,0,0,0,4,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13290,2007/03,STRONG WIND,7,0,0,0,2,3,0,34,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13291,2007/04,ANIMAL ATTACK,176,3,1,0,6,128,0,3203,0,0,0,500000,0,2340,0,19,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13292,2007/04,BOAT CAPSIZE,1,0,7,2,0,0,0,0,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,BOAT CAPSIZE,TECHNICAL
13293,2007/04,DROUGHT,68,0,0,0,0,0,0,30690,0,0,0,500000,0,9180,0,1,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13294,2007/04,EPIDEMIC,251,0,0,0,0,0,0,762,0,0,0,500000,0,1750,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13295,2007/04,FIRE,13,1,5,0,1,3,0,20,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13296,2007/04,FLOOD,8,0,0,0,5,106,0,20792,0,125,0,500000,0,6,0,2,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13297,2007/04,GALE,5,0,1,0,0,6,0,34,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13298,2007/04,HEAVY RAINS,24,0,0,0,3,22,0,118,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13299,2007/04,LANDSLIDE,14,0,0,0,1,23,0,175,0,0,0,500000,0,3,0,1,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13300,2007/04,LAND SUBSIDENCE,2,0,0,0,0,8,0,59,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13301,2007/04,LIGHTNING,9,9,6,0,1,25,0,149,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13302,2007/04,PLAGUE,7,0,0,0,0,0,0,790,0,0,0,500000,0,1260,0,0,0,0,0,0,0,0,Sri Lanka,0,0,PLAGUE,HEALTH
13303,2007/04,STRONG WIND,63,0,30,0,22,1088,0,5479,0,0,0,500000,0,2,0,1,0,0,1,0,1,1,Sri Lanka,0,0,STORM,HYDROLOGICAL
13304,2007/05,ANIMAL ATTACK,128,3,5,0,2,135,0,690,0,0,0,500000,0,4.5,0,6,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13305,2007/05,DROUGHT,8,0,0,0,0,0,0,9409,0,0,0,500000,0,497.5,0,6,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13306,2007/05,EARTH SLIP,1,0,0,0,0,1,0,5,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EARTHQUAKE,NATURAL DISASTERS
13307,2007/05,EPIDEMIC,311,0,0,0,0,0,0,1827,0,0,0,500000,0,2177,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13308,2007/05,FIRE,15,0,0,0,4,5,0,46,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13309,2007/05,FLOOD,91,11,6,0,41,1340,0,129675,0,0,0,500000,0,2,0,0,0,0,0,0,1,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13310,2007/05,GALE,9,0,0,0,2,11,0,73,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13312,2007/05,HEAVY RAINS,13,0,0,0,1,12,0,36615,0,542,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13313,2007/05,LANDSLIDE,59,6,6,0,6,281,0,3590,0,563,0,500000,0,1,0,1,0,0,0,1,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13315,2007/05,LIGHTNING,13,10,6,0,2,3,0,43,0,0,0,500000,0,2,0,1,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13316,2007/05,STRONG WIND,68,0,2,0,24,224,0,1415,0,21,0,500000,0,60,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13317,2007/05,SURGE,2,0,0,0,0,0,0,435,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM SURGE,HYDROLOGICAL
13318,2007/05,TIDAL WAVE,2,2,0,0,0,0,0,150,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM SURGE,HYDROLOGICAL
13319,2007/06,ANIMAL ATTACK,115,2,0,0,3,106,0,586,0,0,0,500000,0,4.5,0,7,0,0,0,0,0,1,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13321,2007/06,CUTTING FAILURE,1,0,0,0,0,0,0,6,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STRUCTURAL,TECHNICAL
13322,2007/06,EPIDEMIC,445,0,0,0,0,0,0,2732,0,0,0,500000,0,3115,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13323,2007/06,FIRE,19,1,2,0,6,5,0,72,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13324,2007/06,FLOOD,4,0,0,0,0,1,0,5,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13325,2007/06,FOREST FIRE,3,0,0,0,1,4,0,25,0,10,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FOREST FIRE,EXPLOSION
13326,2007/06,GALE,41,3,11,0,13,250,0,1179,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13327,2007/06,HEAVY RAINS,22,0,0,0,0,22,0,114,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13328,2007/06,LANDSLIDE,17,2,4,0,22,44,0,362,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13330,2007/06,LIGHTNING,2,1,2,0,0,0,0,1,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13331,2007/06,STRONG WIND,213,10,46,0,63,1303,0,6805,0,13,0,500000,0,9,0,1,0,0,0,0,0,1,Sri Lanka,0,0,STORM,HYDROLOGICAL
13332,2007/06,SURGE,1,0,0,0,0,6,0,30,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM SURGE,HYDROLOGICAL
13333,2007/07,ANIMAL ATTACK,109,6,1,0,1,101,0,609,0,0,0,500000,0,4.5,0,8,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13334,2007/07,DROUGHT,38,0,0,0,0,0,0,54605,0,0,0,500000,0,497.5,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13335,2007/07,EPIDEMIC,348,0,0,0,0,0,0,1830,0,0,0,500000,0,2436,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13336,2007/07,FIRE,22,0,0,0,14,11,0,143,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13338,2007/07,GALE,4,0,0,0,0,2,0,12,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13339,2007/07,GROUND VIBRATIO,3,0,0,0,0,7,0,35,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13340,2007/07,HEAVY RAINS,9,0,0,0,0,11,0,51,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13341,2007/07,LANDSLIDE,8,0,0,0,6,6,0,84,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13342,2007/07,LAND SUBSIDENCE,1,0,0,0,0,4,0,24,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13343,2007/07,LIGHTNING,2,3,1,0,0,0,0,4,0,0,0,500000,0,2,0,1,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13344,2007/07,STRONG WIND,42,0,0,0,11,59,0,479,0,43,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13345,2007/08,ANIMAL ATTACK,86,1,1,0,3,61,0,347,0,0,0,500000,0,20,0,19,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13347,2007/08,CUTTING FAILURE,1,0,0,0,1,0,0,5,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STRUCTURAL,TECHNICAL
13348,2007/08,DROUGHT,5,0,0,0,0,0,0,150,0,0,0,500000,0,497.5,0,1,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13350,2007/08,EPIDEMIC,350,0,0,0,0,0,0,1515,0,0,0,500000,0,2450,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13351,2007/08,FIRE,15,0,0,0,1,5,0,30,0,0,0,500000,0,2,0,1,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13352,2007/08,FLOOD,15,0,0,0,1,1,0,2541,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13354,2007/08,GALE,6,0,0,0,0,3,0,27,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13355,2007/08,HEAVY RAINS,12,0,0,0,1,10,0,50,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13356,2007/08,LANDSLIDE,6,0,0,0,0,12,0,52,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13357,2007/08,LIGHTNING,1,0,0,0,0,1,0,5,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13358,2007/08,PLAGUE,1,0,0,0,0,0,0,65,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,PLAGUE,HEALTH
13359,2007/08,STRONG WIND,33,0,0,0,0,133,0,716,0,0,0,500000,0,2,0,1,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13361,2007/09,ANIMAL ATTACK,66,1,5,0,2,60,0,351,0,0,0,500000,0,4.5,0,4,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13362,2007/09,CUTTING FAILURE,1,0,0,0,0,0,0,3,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STRUCTURAL,TECHNICAL
13364,2007/09,EPIDEMIC,466,0,0,0,0,0,0,2223,0,0,0,500000,0,3255,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13365,2007/09,FIRE,17,0,6,0,6,5,0,219,0,5,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13366,2007/09,FLOOD,1,0,0,0,0,37,0,200,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13367,2007/09,GALE,10,0,0,0,0,9,0,57,0,10,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13368,2007/09,GROUND VIBRATIO,1,0,0,0,0,6,0,30,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13369,2007/09,HEAVY RAINS,25,0,0,0,0,20,0,101,0,5,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13370,2007/09,LANDSLIDE,4,1,0,0,2,2,0,21,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13371,2007/09,LIGHTNING,1,1,0,0,0,0,0,1,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13372,2007/09,STORM,1,0,0,0,0,1,0,5,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13373,2007/09,STRONG WIND,16,0,0,0,1,10,0,80,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13374,2007/10,ANIMAL ATTACK,175,5,1,0,2,140,0,5343,0,0,0,500000,0,4140,0,1,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13375,2007/10,COASTLINE,1,0,0,0,6,0,0,30,0,0,0,500000,0,6.5,0,0,0,0,0,0,0,0,Sri Lanka,0,0,COASTAL EROSION,NATURAL DISASTERS
13376,2007/10,DROUGHT,45,0,0,0,0,0,0,11925,0,0,0,500000,0,7140,0,2,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13377,2007/10,EPIDEMIC,357,0,0,0,0,0,0,1640,0,0,0,500000,0,2499,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13378,2007/10,FIRE,19,0,1,0,6,24,0,150,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13379,2007/10,FLOOD,1,1,0,0,0,0,0,0,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13380,2007/10,GALE,6,0,0,0,2,8,0,85,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13381,2007/10,HEAVY RAINS,39,1,0,0,2,28,0,412,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13382,2007/10,LANDSLIDE,19,1,2,0,4,13,0,1323,0,3,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13383,2007/10,LAND SUBSIDENCE,3,0,0,0,19,0,0,383,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13384,2007/10,LIGHTNING,3,0,0,0,0,3,0,15,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13385,2007/10,PLAGUE,9,0,0,0,0,0,0,1765,0,0,0,500000,0,1620,0,0,0,0,0,0,0,0,Sri Lanka,0,0,PLAGUE,HEALTH
13386,2007/10,ROCK FALL,1,0,0,0,0,1,0,5,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13387,2007/10,STRONG WIND,31,0,0,0,22,165,0,917,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13388,2007/11,ANIMAL ATTACK,76,0,1,0,0,70,0,424,0,0,0,500000,0,4.5,0,2,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13389,2007/11,DROUGHT,1,0,0,0,0,0,0,50,0,0,0,500000,0,497.5,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13390,2007/11,EPIDEMIC,380,0,0,0,0,0,0,2105,0,0,0,500000,0,2660,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13391,2007/11,FIRE,12,0,0,0,56,5,0,314,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13392,2007/11,FLOOD,34,0,0,0,15,379,0,5511,0,5,0,500000,0,180,0,2,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13393,2007/11,GALE,1,0,0,0,1,1,0,5,0,5,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13394,2007/11,HEAVY RAINS,37,0,0,0,1,30,0,535,0,9,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13395,2007/11,LANDSLIDE,29,2,4,0,6,40,0,279,0,0,0,500000,0,3,0,0,0,0,0,1,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13396,2007/11,LAND SUBSIDENCE,1,0,4,0,0,0,0,4,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13397,2007/11,LIGHTNING,6,1,2,0,0,6,0,34,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13398,2007/11,ROCK FALL,1,0,0,0,0,0,0,3,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13399,2007/11,STRONG WIND,16,0,0,0,0,17,0,82,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13400,2007/11,TIDAL WAVE,1,0,0,0,0,0,0,25,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM SURGE,HYDROLOGICAL
13401,2007/12,ANIMAL ATTACK,55,1,0,0,0,36,0,211,0,0,0,500000,0,4.5,0,3,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13402,2007/12,DROUGHT,1,0,0,0,0,0,0,100,0,0,0,500000,0,497.5,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13403,2007/12,EPIDEMIC,477,0,0,0,0,0,0,2628,0,0,0,500000,0,3340,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13404,2007/12,FIRE,19,0,0,0,60,34,0,354,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13405,2007/12,FLOOD,428,4,6,2,1155,6327,0,299872,0,4363,0,378500,0,113,0,56,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13406,2007/12,GALE,4,0,0,0,0,1,0,33,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13407,2007/12,HEAVY RAINS,69,0,3,0,4,82,0,975,0,7,0,500000,0,6,0,1,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13408,2007/12,LANDSLIDE,48,1,2,0,2,67,0,976,0,0,0,500000,0,1,0,1,0,0,0,1,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13409,2007/12,LAND SUBSIDENCE,2,0,0,0,0,1,0,6,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13410,2007/12,LIGHTNING,2,0,0,0,2,6,0,40,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13411,2007/12,STRONG WIND,39,0,1,0,11,96,0,716,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13412,2007/12,TORNADO,2,0,0,0,0,7,0,35,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13413,2008/01,ANIMAL ATTACK,17,1,0,0,0,17,0,100,0,0,0,500000,0,4.5,0,0,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13414,2008/01,CUTTING FAILURE,1,0,0,0,0,0,0,4,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STRUCTURAL,TECHNICAL
13415,2008/01,DROUGHT,1,0,0,0,0,0,0,70,0,0,0,500000,0,497.5,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13416,2008/01,EPIDEMIC,372,0,0,0,0,0,0,1532,0,0,0,500000,0,2604,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13417,2008/01,FIRE,7,0,0,0,27,1,0,519,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13418,2008/01,FLOOD,32,2,0,0,174,784,0,182581,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13419,2008/01,GALE,2,0,0,0,0,2,0,6,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13420,2008/01,HEAVY RAINS,35,0,0,0,1,40,0,750,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13421,2008/01,LANDSLIDE,19,0,0,0,0,19,0,301,0,1,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13422,2008/01,LAND SUBSIDENCE,4,0,0,0,0,6,0,27,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13423,2008/01,LIGHTNING,1,0,0,0,0,1,0,4,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13424,2008/01,STRONG WIND,12,0,0,0,0,19,0,97,0,0,0,500000,0,1,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13425,2008/02,ANIMAL ATTACK,26,0,0,0,0,15,0,175,0,0,0,500000,0,4.5,0,0,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
13426,2008/02,DROUGHT,2,0,0,0,0,0,0,200,0,0,0,500000,0,497.5,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DROUGHT,NATURAL DISASTERS
13427,2008/02,EPIDEMIC,417,0,0,0,0,0,0,1786,0,0,0,500000,0,2919,0,0,0,0,0,0,0,0,Sri Lanka,0,0,EPIDEMIC,HEALTH
13428,2008/02,FIRE,19,0,0,0,16,5,0,180,0,0,0,500000,0,2,0,1,0,0,0,0,0,0,Sri Lanka,0,0,FIRE,EXPLOSION
13429,2008/02,FLOOD,5,0,0,0,0,3,0,201,0,0,0,500000,0,14,0,1,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13430,2008/02,GALE,6,0,0,0,0,10,0,33,0,0,0,500000,0,4,0,0,0,0,0,0,0,0,Sri Lanka,0,0,GALE/TORNADO,HYDROLOGICAL
13431,2008/02,HEAVY RAINS,10,0,0,0,1,10,0,60,0,0,0,500000,0,6,0,0,0,0,0,0,0,0,Sri Lanka,0,0,FLOOD,HYDROLOGICAL
13432,2008/02,LANDSLIDE,8,0,0,0,0,4,0,15,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13433,2008/02,LAND SUBSIDENCE,1,0,0,0,0,25,0,125,0,0,0,500000,0,3,0,0,0,0,0,0,0,0,Sri Lanka,0,0,LANDSLIDE,NATURAL DISASTERS
13434,2008/02,LIGHTNING,1,0,0,0,0,1,0,5,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13435,2008/02,STRONG WIND,9,0,0,0,2,6,0,42,0,0,0,500000,0,2,0,0,0,0,0,0,0,0,Sri Lanka,0,0,STORM,HYDROLOGICAL
13436,2008/03,ANIMAL ATTACK,91,3,1,0,0,54,0,695,0,0,0,500000,0,180,0,0,0,0,0,0,0,0,Sri Lanka,0,0,ANIMAL,BIOLOGICAL
